size	SDd[PiBas]	L-SD_d[1C]	L-SD_d[NlogN]	L-SD_d[12N]	L-SD_d[6N]	L-SD_d[3N]	L-SD_d[2N]	x	x2	x
10	 0.1 	 2 	 0.1 	663	 0.1 	 0.1 	802	?	?	
100	 0.1 	 8 	 0.1 	1372	 0.2 	 0.2 	2380	?	?	
1000	 1 	 47 	 0.5 	2395	 0.5 	 1.4 	12702	?	?	
10000	 10 	 467 	 5 	3022	 4 	 5 	123174	?	?	
100000	 95 	 5003 	 37 	3752	 35 	 35 	?	?	?	
1000000	 1036 	 5353 	 336 	4740	 336 	 333 	?	?	?	
2000000	 2587 	 5690 	 706 	5171	 694 	 759 	?	?	?	
5000000	 6063 	 7055 	 1881 	9326	 2007 	 2419 	?	?	?		
